tweet_id,favorites,retweets,user_followers,user_favourites,date_time
886258384151887873,25498,5542,8959626,145850,2017-07-15 16:17:19
886054160059072513,0,96,8959626,145850,2017-07-15 02:45:48
885984800019947520,29683,5888,8959626,145850,2017-07-14 22:10:11
885528943205470208,32755,5603,8959626,145850,2017-07-13 15:58:47
885518971528720385,18662,3275,8959626,145850,2017-07-13 15:19:09
885311592912609280,0,16203,8959626,145850,2017-07-13 01:35:06
885167619883638784,19942,3838,8959626,145850,2017-07-12 16:03:00
884925521741709313,70046,15829,8959626,145850,2017-07-12 00:01:00
884876753390489601,25347,4902,8959626,145850,2017-07-11 20:47:12
884562892145688576,22141,4122,8959626,145850,2017-07-11 00:00:02
884441805382717440,24728,4995,8959626,145850,2017-07-10 15:58:53
884247878851493888,65990,17811,8959626,145850,2017-07-10 03:08:17
884162670584377345,18595,2625,8959626,145850,2017-07-09 21:29:42
883838122936631299,19907,2995,8959626,145850,2017-07-09 00:00:04
883482846933004288,41725,8660,8959626,145850,2017-07-08 00:28:19
883360690899218434,20665,3226,8959626,145850,2017-07-07 16:22:55
883117836046086144,33783,5819,8959626,145850,2017-07-07 00:17:54
882992080364220416,21760,3400,8959626,145850,2017-07-06 15:58:11
882762694511734784,25729,4286,8959626,145850,2017-07-06 00:46:41
882627270321602560,25545,5313,8959626,145850,2017-07-05 15:48:34
882268110199369728,40797,10157,8959626,145850,2017-07-04 16:01:23
882045870035918850,26704,4263,8959626,145850,2017-07-04 01:18:17
881906580714921986,22203,2984,8959626,145850,2017-07-03 16:04:48
881666595344535552,46197,9367,8959626,145850,2017-07-03 00:11:11
881633300179243008,115,7,8959626,145850,2017-07-02 21:58:53
881536004380872706,45088,14052,8959626,145850,2017-07-02 15:32:16
881268444196462592,21239,4659,8959626,145850,2017-07-01 21:49:04
880935762899988482,15596,2449,8959626,145850,2017-06-30 23:47:07
880872448815771648,19419,3354,8959626,145850,2017-06-30 19:35:32
880465832366813184,25932,5457,8959626,145850,2017-06-29 16:39:47
880221127280381952,24551,3642,8959626,145850,2017-06-29 00:27:25
880095782870896641,25183,3818,8959626,145850,2017-06-28 16:09:20
879862464715927552,20407,3057,8959626,145850,2017-06-28 00:42:13
879674319642796034,289,10,8959626,145850,2017-06-27 12:14:36
879492040517615616,21433,2779,8959626,145850,2017-06-27 00:10:17
879415818425184262,96354,39210,8959626,145850,2017-06-26 19:07:24
879376492567855104,15393,2746,8959626,145850,2017-06-26 16:31:08
879130579576475649,0,5994,8959626,145850,2017-06-26 00:13:58
879050749262655488,20583,4137,8959626,145850,2017-06-25 18:56:45
879008229531029506,17357,2353,8959626,145850,2017-06-25 16:07:47
878776093423087618,17710,3612,8959626,145850,2017-06-25 00:45:22
878604707211726852,27436,6213,8959626,145850,2017-06-24 13:24:20
878404777348136964,0,1123,8959626,145850,2017-06-24 00:09:53
878316110768087041,0,5829,8959626,145850,2017-06-23 18:17:33
878281511006478336,7038,1123,8959626,145850,2017-06-23 16:00:04
878057613040115712,38455,5994,8959626,145850,2017-06-23 01:10:23
877736472329191424,72181,16653,8959626,145850,2017-06-22 03:54:17
877611172832227328,0,71,8959626,145850,2017-06-21 19:36:23
877556246731214848,20721,3339,8959626,145850,2017-06-21 15:58:08
877316821321428993,25078,4586,8959626,145850,2017-06-21 00:06:44
877201837425926144,24764,4893,8959626,145850,2017-06-20 16:29:50
876838120628539392,18918,2935,8959626,145850,2017-06-19 16:24:33
876537666061221889,21734,4139,8959626,145850,2017-06-18 20:30:39
876484053909872640,17184,2087,8959626,145850,2017-06-18 16:57:37
876120275196170240,25611,4099,8959626,145850,2017-06-17 16:52:05
875747767867523072,22971,3759,8959626,145850,2017-06-16 16:11:53
875144289856114688,20054,4325,8959626,145850,2017-06-15 00:13:52
875097192612077568,25123,5373,8959626,145850,2017-06-14 21:06:43
875021211251597312,23369,4166,8959626,145850,2017-06-14 16:04:48
874680097055178752,25482,4098,8959626,145850,2017-06-13 17:29:20
874434818259525634,0,12822,8959626,145850,2017-06-13 01:14:41
874296783580663808,23866,3651,8959626,145850,2017-06-12 16:06:11
874057562936811520,20839,3518,8959626,145850,2017-06-12 00:15:36
874012996292530176,31292,9027,8959626,145850,2017-06-11 21:18:31
873580283840344065,22207,3488,8959626,145850,2017-06-10 16:39:04
873337748698140672,0,1401,8959626,145850,2017-06-10 00:35:19
873213775632977920,6566,1401,8959626,145850,2017-06-09 16:22:42
872967104147763200,24982,4786,8959626,145850,2017-06-09 00:02:31
872820683541237760,13540,3301,8959626,145850,2017-06-08 14:20:41
872620804844003328,19043,3225,8959626,145850,2017-06-08 01:06:27
872486979161796608,37406,8070,8959626,145850,2017-06-07 16:14:40
872122724285648897,31433,7190,8959626,145850,2017-06-06 16:07:15
871879754684805121,34432,9705,8959626,145850,2017-06-06 00:01:46
871762521631449091,18564,3091,8959626,145850,2017-06-05 16:15:56
871515927908634625,18542,3087,8959626,145850,2017-06-04 23:56:03
871166179821445120,0,5091,8959626,145850,2017-06-04 00:46:17
871102520638267392,19228,4905,8959626,145850,2017-06-03 20:33:19
871032628920680449,20917,3386,8959626,145850,2017-06-03 15:55:36
870804317367881728,30930,5505,8959626,145850,2017-06-03 00:48:22
870726314365509632,112,3,8959626,145850,2017-06-02 19:38:25
870656317836468226,11310,2322,8959626,145850,2017-06-02 15:00:16
870374049280663552,76635,23766,8959626,145850,2017-06-01 20:18:38
870308999962521604,20182,3696,8959626,145850,2017-06-01 16:00:09
870063196459192321,33610,7416,8959626,145850,2017-05-31 23:43:25
869772420881756160,39300,9079,8959627,145850,2017-05-31 04:27:59
869702957897576449,25969,5621,8959627,145850,2017-05-30 23:51:58
869596645499047938,14721,2776,8959627,145850,2017-05-30 16:49:31
869227993411051520,18833,3364,8959627,145850,2017-05-29 16:24:37
868880397819494401,60213,12873,8959627,145850,2017-05-28 17:23:24
868639477480148993,0,1839,8959627,145850,2017-05-28 01:26:04
868622495443632128,24518,4725,8959627,145850,2017-05-28 00:18:35
868552278524837888,9292,1839,8959627,145850,2017-05-27 19:39:34
867900495410671616,22365,3756,8959627,145850,2017-05-26 00:29:37
867774946302451713,31403,6576,8959627,145850,2017-05-25 16:10:44
867421006826221569,14843,2233,8959627,145850,2017-05-24 16:44:18
867072653475098625,0,106,8959627,145850,2017-05-23 17:40:04
867051520902168576,29770,7087,8959627,145850,2017-05-23 16:16:06
866720684873056260,18470,4314,8959627,145850,2017-05-22 18:21:28
866686824827068416,17809,3109,8959627,145850,2017-05-22 16:06:55
866450705531457537,112992,31741,8959627,145850,2017-05-22 00:28:40
866334964761202691,48393,12822,8959627,145850,2017-05-21 16:48:45
866094527597207552,0,7541,8959627,145850,2017-05-21 00:53:21
865718153858494464,23815,5075,8959627,145850,2017-05-19 23:57:46
865359393868664832,24512,4514,8959627,145850,2017-05-19 00:12:11
865006731092295680,25980,6992,8959627,145850,2017-05-18 00:50:50
864873206498414592,29881,7843,8959627,145850,2017-05-17 16:00:15
864279568663928832,13544,2716,8959627,145850,2017-05-16 00:41:21
864197398364647424,27770,7968,8959627,145850,2017-05-15 19:14:50
863907417377173506,19154,3754,8959627,145850,2017-05-15 00:02:33
863553081350529029,14152,3796,8959627,145850,2017-05-14 00:34:33
863471782782697472,0,2186,8959627,145850,2017-05-13 19:11:30
863432100342583297,22083,4748,8959627,145850,2017-05-13 16:33:49
863427515083354112,2036,85,8959627,145850,2017-05-13 16:15:35
863079547188785154,8165,1008,8959627,145850,2017-05-12 17:12:53
863062471531167744,7825,2186,8959627,145850,2017-05-12 16:05:02
862831371563274240,17831,4661,8959627,145850,2017-05-12 00:46:44
862722525377298433,15911,3223,8959627,145850,2017-05-11 17:34:13
862457590147678208,18981,4465,8959627,145850,2017-05-11 00:01:27
862096992088072192,68921,20991,8959627,145850,2017-05-10 00:08:34
861383897657036800,33599,9745,8959627,145850,2017-05-08 00:54:59
861288531465048066,15968,3769,8959627,145850,2017-05-07 18:36:02
861005113778896900,15569,3482,8959627,145850,2017-05-06 23:49:50
860981674716409858,0,1946,8959627,145850,2017-05-06 22:16:42
860924035999428608,0,717,8959627,145850,2017-05-06 18:27:40
860563773140209665,6978,1946,8959627,145850,2017-05-05 18:36:06
860524505164394496,22067,4823,8959627,145850,2017-05-05 16:00:04
860276583193509888,17182,3214,8959627,145850,2017-05-04 23:34:55
860184849394610176,15545,5357,8959627,145850,2017-05-04 17:30:24
860177593139703809,0,28169,8959627,145850,2017-05-04 17:01:34
859924526012018688,18315,3755,8959627,145850,2017-05-04 00:15:58
859851578198683649,14451,3225,8959627,145850,2017-05-03 19:26:06
859607811541651456,17440,1418,8959627,145850,2017-05-03 03:17:27
859196978902773760,83854,27577,8959627,145850,2017-05-02 00:04:57
859074603037188101,31606,12514,8959627,145850,2017-05-01 15:58:40
858860390427611136,0,7435,8959627,145850,2017-05-01 01:47:28
858843525470990336,14633,3185,8959627,145850,2017-05-01 00:40:27
858471635011153920,20215,4480,8959627,145850,2017-04-30 00:02:42
858107933456039936,14771,2654,8959627,145850,2017-04-28 23:57:28
857989990357356544,15066,2375,8959627,145850,2017-04-28 16:08:49
857746408056729600,32068,9783,8959627,145850,2017-04-28 00:00:54
857393404942143489,5526,1512,8959627,145850,2017-04-27 00:38:11
857263160327368704,18881,4162,8959627,145850,2017-04-26 16:00:39
857214891891077121,210,17,8959627,145850,2017-04-26 12:48:51
857062103051644929,0,154,8959627,145850,2017-04-26 02:41:43
857029823797047296,17713,3668,8959627,145850,2017-04-26 00:33:27
856543823941562368,15412,2668,8959627,145850,2017-04-24 16:22:16
856526610513747968,11192,1741,8959627,145850,2017-04-24 15:13:52
856330835276025856,0,618,8959627,145850,2017-04-24 02:15:55
856288084350160898,488,15,8959627,145850,2017-04-23 23:26:03
856282028240666624,26150,5824,8959627,145850,2017-04-23 23:01:59
855862651834028034,313,22,8959627,145850,2017-04-22 19:15:32
855860136149123072,4613,898,8959627,145850,2017-04-22 19:05:32
855857698524602368,11227,1952,8959627,145850,2017-04-22 18:55:51
855851453814013952,43348,16803,8959627,145850,2017-04-22 18:31:02
855818117272018944,25210,5042,8959627,145850,2017-04-22 16:18:34
855459453768019968,28124,7644,8959627,145850,2017-04-21 16:33:22
855245323840757760,0,5524,8959627,145850,2017-04-21 02:22:29
855138241867124737,0,39,8959627,145850,2017-04-20 19:16:59
854732716440526848,21500,5646,8959627,145850,2017-04-19 16:25:34
854482394044301312,27620,6353,8959627,145850,2017-04-18 23:50:52
854365224396361728,17889,4370,8959627,145850,2017-04-18 16:05:17
854120357044912130,30307,6952,8959627,145850,2017-04-17 23:52:16
854010172552949760,15414,2938,8959627,145850,2017-04-17 16:34:26
853760880890318849,27112,5382,8959627,145850,2017-04-17 00:03:50
853639147608842240,32859,9347,8959627,145850,2017-04-16 16:00:07
853299958564483072,14719,3323,8959627,145850,2017-04-15 17:32:18
852936405516943360,0,1859,8959627,145850,2017-04-14 17:27:40
852912242202992640,8559,1690,8959627,145850,2017-04-14 15:51:39
852672615818899456,14191,2025,8959627,145850,2017-04-13 23:59:28
852553447878664193,15474,3260,8959627,145850,2017-04-13 16:05:56
852311364735569921,31536,9324,8959627,145850,2017-04-13 00:03:59
852226086759018497,19011,6409,8959627,145850,2017-04-12 18:25:07
852189679701164033,10939,1492,8959627,145850,2017-04-12 16:00:27
851861385021730816,0,19,8959627,145850,2017-04-11 18:15:55
851591660324737024,15525,3267,8959627,145850,2017-04-11 00:24:08
851464819735769094,23140,6642,8959627,145850,2017-04-10 16:00:07
851224888060895234,19758,5413,8959627,145850,2017-04-10 00:06:42
850753642995093505,29344,8527,8959627,145850,2017-04-08 16:54:09
850380195714523136,12526,2450,8959627,145850,2017-04-07 16:10:12
850333567704068097,3309,309,8959627,145850,2017-04-07 13:04:55
850145622816686080,15610,3569,8959627,145850,2017-04-07 00:38:06
850019790995546112,19523,4592,8959627,145850,2017-04-06 16:18:05
849776966551130114,29069,7163,8959627,145850,2017-04-06 00:13:11
849668094696017920,0,4677,8959627,145850,2017-04-05 17:00:34
849412302885593088,15210,2966,8959627,145850,2017-04-05 00:04:08
849336543269576704,10932,1783,8959627,145850,2017-04-04 19:03:06
849051919805034497,40569,7995,8959627,145850,2017-04-04 00:12:06
848690551926992896,24166,4094,8959627,145850,2017-04-03 00:16:10
848324959059550208,23709,4375,8959627,145850,2017-04-02 00:03:26
848213670039564288,7834,676,8959627,145850,2017-04-01 16:41:12
848212111729840128,15651,2853,8959627,145850,2017-04-01 16:35:01
847978865427394560,0,3082,8959627,145850,2017-04-01 01:08:10
847971574464610304,0,418,8959627,145850,2017-04-01 00:39:12
847962785489326080,22585,4807,8959627,145850,2017-04-01 00:04:17
847842811428974592,5208,1249,8959627,145850,2017-03-31 16:07:33
847617282490613760,6713,391,8959627,145850,2017-03-31 01:11:22
847606175596138505,18040,3247,8959627,145850,2017-03-31 00:27:14
847251039262605312,19708,4105,8959627,145850,2017-03-30 00:56:03
847157206088847362,19069,5533,8959627,145850,2017-03-29 18:43:12
847116187444137987,20654,3023,8959627,145850,2017-03-29 16:00:12
846874817362120707,19322,3730,8959627,145850,2017-03-29 00:01:05
846514051647705089,42845,10948,8959627,145850,2017-03-28 00:07:32
846505985330044928,13588,2917,8959627,145850,2017-03-27 23:35:28
846153765933735936,30350,8577,8959627,145850,2017-03-27 00:15:53
846139713627017216,29891,9590,8959627,145850,2017-03-26 23:20:02
846042936437604353,15382,2714,8959627,145850,2017-03-26 16:55:29
845812042753855489,28131,8257,8959627,145850,2017-03-26 01:38:00
845677943972139009,24289,4578,8959627,145850,2017-03-25 16:45:08
845397057150107648,7337,1695,8959627,145850,2017-03-24 22:08:59
845306882940190720,22485,5107,8959627,145850,2017-03-24 16:10:40
845098359547420673,0,7274,8959627,145850,2017-03-24 02:22:04
844979544864018432,13156,2426,8959627,145850,2017-03-23 18:29:57
844973813909606400,14483,3014,8959627,145850,2017-03-23 18:07:10
844580511645339650,15874,2961,8959627,145850,2017-03-22 16:04:20
844223788422217728,13193,2076,8959627,145850,2017-03-21 16:26:50
843981021012017153,14666,2822,8959627,145850,2017-03-21 00:22:10
843856843873095681,20736,4388,8959627,145850,2017-03-20 16:08:44
843604394117681152,16312,2605,8959627,145850,2017-03-19 23:25:35
843235543001513987,20766,5714,8959627,145850,2017-03-18 22:59:54
842846295480000512,14785,3468,8959627,145850,2017-03-17 21:13:10
842765311967449089,6501,1206,8959627,145850,2017-03-17 15:51:22
842535590457499648,17527,3354,8959627,145850,2017-03-17 00:38:32
842163532590374912,23621,5524,8959627,145850,2017-03-16 00:00:07
842115215311396866,13519,2885,8959627,145850,2017-03-15 20:48:07
841833993020538882,0,14340,8959627,145850,2017-03-15 02:10:39
841680585030541313,24956,7493,8959627,145850,2017-03-14 16:01:03
841439858740625411,12195,3497,8959627,145850,2017-03-14 00:04:30
841320156043304961,19164,5281,8959627,145850,2017-03-13 16:08:50
841314665196081154,15313,4435,8959627,145850,2017-03-13 15:47:01
841077006473256960,22130,5091,8959627,145850,2017-03-13 00:02:39
840761248237133825,0,1677,8959627,145850,2017-03-12 03:07:56
840728873075638272,0,15329,8959627,145850,2017-03-12 00:59:17
840698636975636481,172,2,8959627,145850,2017-03-11 22:59:09
840696689258311684,11904,927,8959627,145850,2017-03-11 22:51:24
840632337062862849,8705,1677,8959627,145850,2017-03-11 18:35:42
840370681858686976,15916,4358,8959627,145850,2017-03-11 01:15:58
840268004936019968,18644,5491,8959627,145850,2017-03-10 18:27:58
839990271299457024,13012,2176,8959627,145850,2017-03-10 00:04:21
839549326359670784,26589,7435,8959627,145850,2017-03-08 18:52:12
839290600511926273,0,137,8959627,145850,2017-03-08 01:44:07
839239871831150596,26277,6243,8959627,145850,2017-03-07 22:22:32
838952994649550848,19067,3843,8960074,145846,2017-03-07 03:22:35
838921590096166913,10804,1955,8959627,145850,2017-03-07 01:17:48
838916489579200512,0,33,8959627,145850,2017-03-07 00:57:32
838831947270979586,0,10584,8959627,145850,2017-03-06 19:21:35
838561493054533637,10640,1275,8959627,145850,2017-03-06 01:26:54
838476387338051585,21819,4554,8959627,145850,2017-03-05 19:48:43
838201503651401729,0,9642,8959627,145850,2017-03-05 01:36:26
838150277551247360,1617,319,8959627,145850,2017-03-04 22:12:52
838085839343206401,136,1,8959627,145850,2017-03-04 17:56:49
838083903487373313,17134,2996,8959627,145850,2017-03-04 17:49:08
837820167694528512,33093,7541,8959627,145850,2017-03-04 00:21:08
837482249356513284,3749,426,8959627,145850,2017-03-03 01:58:22
837471256429613056,12437,2168,8959627,145850,2017-03-03 01:14:41
837110210464448512,15599,2272,8959627,145850,2017-03-02 01:20:01
836989968035819520,12407,2214,8959627,145850,2017-03-01 17:22:13
836753516572119041,18833,4466,8959627,145850,2017-03-01 01:42:39
836677758902222849,12297,2141,8959627,145850,2017-02-28 20:41:37
836648853927522308,0,532,8959627,145850,2017-02-28 18:46:45
836397794269200385,0,26452,8959627,145850,2017-02-28 02:09:08
836380477523124226,14384,2880,8959627,145850,2017-02-28 01:00:19
836260088725786625,20739,4155,8959627,145850,2017-02-27 17:01:56
836001077879255040,18552,4107,8959627,145850,2017-02-26 23:52:43
835685285446955009,0,7830,8959627,145850,2017-02-26 02:57:52
835574547218894849,17332,3471,8959627,145850,2017-02-25 19:37:50
835536468978302976,0,1623,8959627,145850,2017-02-25 17:06:32
835309094223372289,0,20170,8959627,145850,2017-02-25 02:03:02
835297930240217089,16047,2890,8959627,145850,2017-02-25 01:18:40
835264098648616962,7514,1623,8959627,145850,2017-02-24 23:04:14
835246439529840640,2051,69,8959627,145850,2017-02-24 21:54:03
835172783151792128,25485,5555,8959627,145850,2017-02-24 17:01:22
835152434251116546,21780,2894,8959627,145850,2017-02-24 15:40:31
834931633769889797,10507,1563,8959627,145850,2017-02-24 01:03:08
834786237630337024,20905,5334,8959627,145850,2017-02-23 15:25:23
834574053763584002,13296,2426,8959627,145850,2017-02-23 01:22:14
834477809192075265,0,10262,8959627,145850,2017-02-22 18:59:48
834458053273591808,9373,1615,8959627,145850,2017-02-22 17:41:18
834209720923721728,20022,4574,8959627,145850,2017-02-22 01:14:30
834167344700198914,15429,3542,8959627,145850,2017-02-21 22:26:07
834089966724603904,9787,2064,8959627,145850,2017-02-21 17:18:39
834086379323871233,12729,2129,8959627,145850,2017-02-21 17:04:24
833863086058651648,13105,2320,8959627,145850,2017-02-21 02:17:06
833826103416520705,17672,3629,8959627,145850,2017-02-20 23:50:09
833732339549220864,0,212,8959627,145850,2017-02-20 17:37:34
833722901757046785,20363,3127,8959627,145850,2017-02-20 17:00:04
833479644947025920,14507,1969,8959627,145850,2017-02-20 00:53:27
833124694597443584,19723,4677,8959627,145850,2017-02-19 01:23:00
832998151111966721,12930,2121,8959627,145850,2017-02-18 17:00:10
832769181346996225,0,38,8959627,145850,2017-02-18 01:50:19
832757312314028032,16458,3492,8959627,145850,2017-02-18 01:03:09
832682457690300417,11580,2821,8959627,145850,2017-02-17 20:05:43
832645525019123713,2858,514,8959627,145850,2017-02-17 17:38:57
832636094638288896,15489,2690,8959627,145850,2017-02-17 17:01:29
832397543355072512,11692,2135,8959627,145850,2017-02-17 01:13:34
832369877331693569,16756,3082,8959627,145850,2017-02-16 23:23:38
832273440279240704,11067,2260,8959627,145850,2017-02-16 17:00:25
832215909146226688,0,6015,8959627,145850,2017-02-16 13:11:49
832215726631055365,0,9023,8959627,145850,2017-02-16 13:11:05
832088576586297345,61,2,8959627,145850,2017-02-16 04:45:50
832040443403784192,0,9277,8959627,145850,2017-02-16 01:34:34
832032802820481025,17427,4514,8959627,145850,2017-02-16 01:04:13
831939777352105988,23398,5943,8959627,145850,2017-02-15 18:54:34
831926988323639298,325,34,8959627,145850,2017-02-15 18:03:45
831911600680497154,26909,6293,8959627,145850,2017-02-15 17:02:36
831670449226514432,10188,1756,8959627,145850,2017-02-15 01:04:21
831650051525054464,6956,1859,8959627,145850,2017-02-14 23:43:18
831552930092285952,8763,2252,8959627,145850,2017-02-14 17:17:22
831322785565769729,9075,1501,8959627,145850,2017-02-14 02:02:51
831315979191906304,6383,1080,8959627,145850,2017-02-14 01:35:49
831309418084069378,11501,2391,8959627,145850,2017-02-14 01:09:44
831262627380748289,11632,1979,8959627,145850,2017-02-13 22:03:49
830956169170665475,7805,1445,8959627,145850,2017-02-13 01:46:03
830583320585068544,65170,16203,8959627,145850,2017-02-12 01:04:29
830173239259324417,0,5497,8959627,145850,2017-02-10 21:54:58
830097400375152640,9547,2840,8959627,145850,2017-02-10 16:53:37
829878982036299777,0,4841,8959627,145850,2017-02-10 02:25:42
829861396166877184,11983,1876,8959627,145850,2017-02-10 01:15:49
829501995190984704,31025,10262,8959627,145850,2017-02-09 01:27:41
829449946868879360,10237,1945,8959627,145850,2017-02-08 22:00:52
829141528400556032,23824,7101,8959627,145850,2017-02-08 01:35:19
829011960981237760,52155,15869,8959627,145850,2017-02-07 17:00:28
828801551087042563,0,3309,8959627,145850,2017-02-07 03:04:22
828770345708580865,25008,5677,8959627,145850,2017-02-07 01:00:22
828708714936930305,35696,10848,8959627,145850,2017-02-06 20:55:28
828650029636317184,9306,1294,8959627,145850,2017-02-06 17:02:17
828409743546925057,6213,1122,8959627,145850,2017-02-06 01:07:28
828408677031882754,7516,1242,8959627,145850,2017-02-06 01:03:14
828381636999917570,12328,2161,8959627,145850,2017-02-05 23:15:47
828376505180889089,7236,1039,8959627,145850,2017-02-05 22:55:23
828372645993398273,12316,2840,8959627,145850,2017-02-05 22:40:03
828361771580813312,2138,172,8959627,145850,2017-02-05 21:56:51
828046555563323392,11483,2776,8959627,145850,2017-02-05 01:04:17
828011680017821696,10130,2092,8959627,145850,2017-02-04 22:45:42
827933404142436356,19631,5092,8959627,145850,2017-02-04 17:34:40
827653905312006145,15172,2931,8959627,145850,2017-02-03 23:04:02
827600520311402496,7313,912,8959627,145850,2017-02-03 19:31:54
827324948884643840,15503,2940,8959627,145850,2017-02-03 01:16:53
827199976799354881,10342,2159,8959627,145850,2017-02-02 17:00:17
826958653328592898,21105,4841,8959627,145850,2017-02-02 01:01:21
826848821049180160,35443,9858,8959627,145850,2017-02-01 17:44:55
826615380357632002,0,3870,8959627,145850,2017-02-01 02:17:19
826598799820865537,5024,241,8959627,145850,2017-02-01 01:11:25
826598365270007810,9807,2282,8959627,145850,2017-02-01 01:09:42
826476773533745153,18027,4068,8959627,145850,2017-01-31 17:06:32
826240494070030336,12999,2535,8959627,145850,2017-01-31 01:27:39
826204788643753985,4775,893,8959627,145850,2017-01-30 23:05:46
826115272272650244,15319,3017,8959627,145850,2017-01-30 17:10:04
825876512159186944,10269,1809,8959627,145850,2017-01-30 01:21:19
825829644528148480,12497,2430,8959627,145850,2017-01-29 22:15:05
825535076884762624,55874,17121,8959627,145850,2017-01-29 02:44:34
825147591692263424,17920,4410,8959627,145850,2017-01-28 01:04:51
825120256414846976,0,1211,8959627,145850,2017-01-27 23:16:13
825026590719483904,6146,1211,8959627,145850,2017-01-27 17:04:02
824796380199809024,0,5359,8959627,145850,2017-01-27 01:49:15
824775126675836928,14627,3406,8959627,145850,2017-01-27 00:24:48
824663926340194305,10323,1722,8959627,145850,2017-01-26 17:02:56
824325613288833024,11587,10313,8959627,145850,2017-01-25 18:38:36
824297048279236611,14764,3743,8959627,145850,2017-01-25 16:45:05
824025158776213504,4744,584,8959627,145850,2017-01-24 22:44:42
823939628516474880,10429,2644,8959627,145850,2017-01-24 17:04:50
823719002937630720,0,10870,8959627,145850,2017-01-24 02:28:08
823699002998870016,13711,2453,8959627,145850,2017-01-24 01:08:40
823581115634085888,12754,2557,8959627,145850,2017-01-23 17:20:14
823333489516937216,689,22,8959627,145850,2017-01-23 00:56:15
823322678127919110,15438,3906,8959627,145850,2017-01-23 00:13:17
823269594223824897,0,9633,8959627,145850,2017-01-22 20:42:21
822975315408461824,16996,3355,8959627,145850,2017-01-22 01:12:59
822872901745569793,129041,42037,8959627,145850,2017-01-21 18:26:02
822859134160621569,12990,2215,8959627,145850,2017-01-21 17:31:20
822647212903690241,0,6231,8959627,145850,2017-01-21 03:29:14
822610361945911296,14531,2867,8959627,145850,2017-01-21 01:02:48
822489057087389700,17800,6231,8959627,145850,2017-01-20 17:00:46
822462944365645825,27403,13874,8959627,145850,2017-01-20 15:17:01
822244816520155136,34360,9633,8959627,145850,2017-01-20 00:50:15
822163064745328640,0,4621,8959627,145850,2017-01-19 19:25:24
821886076407029760,11105,2245,8959627,145850,2017-01-19 01:04:45
821813639212650496,0,3288,8959627,145850,2017-01-18 20:16:54
821765923262631936,8238,1622,8959627,145850,2017-01-18 17:07:18
821522889702862852,7893,1708,8959627,145850,2017-01-18 01:01:34
821421320206483457,0,5423,8959627,145850,2017-01-17 18:17:58
821407182352777218,11524,4209,8959627,145850,2017-01-17 17:21:47
821153421864615936,250,10,8959627,145850,2017-01-17 00:33:26
821149554670182400,8467,1911,8959627,145850,2017-01-17 00:18:04
821107785811234820,9426,2077,8959627,145850,2017-01-16 21:32:06
821044531881721856,12446,2220,8959627,145850,2017-01-16 17:20:45
820837357901512704,0,6550,8959627,145850,2017-01-16 03:37:31
820749716845686786,30998,9642,8959627,145850,2017-01-15 21:49:15
820690176645140481,12014,3153,8959627,145850,2017-01-15 17:52:40
820494788566847489,0,550,8959627,145850,2017-01-15 04:56:16
820446719150292993,0,2501,8959627,145850,2017-01-15 01:45:15
820314633777061888,3289,550,8959627,145850,2017-01-14 17:00:24
820078625395449857,19446,6134,8959627,145850,2017-01-14 01:22:35
820013781606658049,0,1141,8959627,145850,2017-01-13 21:04:55
819952236453363712,5229,1141,8959627,145850,2017-01-13 17:00:21
819924195358416896,12708,4777,8959627,145850,2017-01-13 15:08:56
819711362133872643,13145,3044,8959627,145850,2017-01-13 01:03:12
